stasiun,pm25,pm10,so2,co,o3,no2,max,critical,categori,bulan,hari_dalam_minggu
0,-1.7166921661617511,-1.9186293236358976,-0.7312884169592944,-0.8248285226998946,-0.4663502985926297,-1.125759998851934,-1.8637096096915933,2,0,2,5
0,-1.2032847472293786,-1.3014403892815007,-0.8685219555413627,-0.5383522202736796,-0.4663502985926297,-0.851897647883285,-1.3197705084650835,2,0,2,6
0,-1.2032847472293786,-1.2242917724872011,-0.7312884169592944,-0.2518759178474645,-0.7028269070327514,-0.3041729459459871,-1.3197705084650835,2,0,2,0
0,-2.1787588432008866,-1.841480706841598,-0.8685219555413627,-0.5383522202736796,-0.5845886028126905,-0.21288549562310408,-2.353254800795452,2,0,2,1
0,-0.6898773282970061,-0.8385486885157032,-0.5254381090861919,1.1805055942836107,-1.2940184281330558,0.42612665663707683,-0.7758314072385736,2,1,2,2
0,-0.5871958445105315,-0.5299542213385048,-0.11373749333998685,-0.2518759178474645,-1.2940184281330558,0.060976855345544874,-0.6670435869932717,2,1,2,3
0,-1.5113291985888022,-1.6100348564586993,-0.7999051862503286,0.7507911406442882,-1.2940184281330558,-0.486747846591753,-1.6461339692009893,2,0,2,4
0,-1.665351424268514,-1.5328862396643996,-0.8685219555413627,-0.5383522202736796,-0.5845886028126905,-0.760610197560402,-1.8093156995689423,2,0,2,5
0,-1.305966231015853,-1.4557376228701,-0.8685219555413627,-0.681590371486787,-0.8210652112528123,-1.034472548529051,-1.4285583287103854,2,0,2,6
0,-0.1764699093646335,0.087234713015892,-0.7312884169592944,0.4643148382180731,-1.4122567323531166,-0.486747846591753,-0.23189230601206381,2,1,2,0
0,-0.33049213504434527,0.010086096221592405,-0.594054878377226,-0.5383522202736796,-0.34811199437256884,-0.486747846591753,-0.39507403638001676,2,1,2,1
0,-1.459988456695565,-1.5328862396643996,-0.594054878377226,-0.681590371486787,-1.6487333407932383,-1.125759998851934,-1.5917400590783384,2,0,2,2
0,-1.1519440053361414,-1.4557376228701,-0.3195878012130894,-0.395114069060572,-1.057541819692934,-1.034472548529051,-1.2653765983424325,2,0,2,3
0,-1.665351424268514,-1.6100348564586993,-0.8685219555413627,-0.2518759178474645,-0.5845886028126905,-0.760610197560402,-1.8093156995689423,2,0,2,4
0,-0.1764699093646335,-0.0670625205727072,-0.5254381090861919,0.03460038457875055,-0.7028269070327514,0.24355175599131085,-0.23189230601206381,2,1,2,5
0,-0.5358551026172943,-0.5299542213385048,-0.7999051862503286,-0.395114069060572,-0.4663502985926297,-0.943185098206168,-0.6126496768706207,2,1,2,6
0,-0.5358551026172943,-0.9928459221043024,-0.7312884169592944,-0.395114069060572,-1.2940184281330558,-1.034472548529051,-0.6126496768706207,2,1,3,0
0,-0.7925588120834806,-0.9156973053100028,-0.7312884169592944,0.03460038457875055,-1.057541819692934,-0.03031059497733811,-0.8846192274838756,2,1,3,1
0,-0.1764699093646335,-0.0670625205727072,-0.7999051862503286,0.8940292918573957,-0.7028269070327514,0.6087015572828428,-0.23189230601206381,2,1,3,2
0,0.23425602578126456,0.087234713015892,-0.594054878377226,0.4643148382180731,-0.4663502985926297,0.24355175599131085,0.20325897496914405,2,1,3,3
0,-0.07378842557815898,0.1643833298101916,-0.7312884169592944,0.17783853579185807,-0.8210652112528123,0.15226430566842786,-0.12310448576676185,2,1,3,4
0,0.13157454199479005,0.087234713015892,-0.7312884169592944,1.0372674430705031,-0.9393035154728732,0.7912764579286088,0.09447115472384209,2,1,3,5
0,0.9016856703933489,0.5501264137816896,-0.5254381090861919,1.1805055942836107,-0.4663502985926297,0.24355175599131085,0.9103798065636068,2,1,3,6
0,-0.3818328769375825,-0.2213597541613064,-0.6626716476682603,0.17783853579185807,-1.4122567323531166,-0.851897647883285,-0.44946794650266775,2,1,3,0
0,-1.049262521549667,-1.069994538898602,-0.5254381090861919,0.03460038457875055,-1.5304950365731775,-0.5780352969146361,-1.1565887780971305,2,0,3,1
0,-0.279151393151108,-0.3756569877499056,-0.7312884169592944,0.7507911406442882,-1.057541819692934,-0.1215980453002211,-0.34068012625736577,2,1,3,2
0,-1.8193736499482256,-1.7643320900472983,-0.7999051862503286,-0.8248285226998946,-0.9393035154728732,-0.6693227472375191,-1.9724974299368951,2,0,3,3
0,-0.6385365864037688,-0.4528056045442052,-0.4568213397951577,-0.395114069060572,-1.175780123912995,-0.3041729459459871,-0.7214374971159226,2,1,3,4
0,-0.4331736188308198,-0.9928459221043024,-0.2509710319220552,-0.2518759178474645,-1.175780123912995,-0.3041729459459871,-0.5038618566253187,2,1,3,5
0,-0.5358551026172943,-0.8385486885157032,-0.5254381090861919,-0.10863776663435698,-1.5304950365731775,-0.851897647883285,-0.6126496768706207,2,1,3,6
0,-0.022447683684921723,-0.3756569877499056,-0.11373749333998685,0.4643148382180731,-1.175780123912995,0.5174141069599598,-0.06871057564411086,2,1,3,0
0,0.49095973524745085,0.3958291801930904,0.09211281453311565,-0.2518759178474645,-0.22987369015250794,0.6999890076057258,0.475228525582399,2,1,3,1
0,1.1583893798595353,0.7044236473702888,-0.38820457050412355,0.6075529894311806,-0.34811199437256884,1.5215760605116726,1.1823493571768617,2,1,3,2
0,1.6204560568986706,1.0901667313417869,-0.04512072404895269,0.03460038457875055,0.24307952672773553,1.0651388088972578,1.6718945482807206,2,3,3,3
0,0.9016856703933489,0.7815722641645884,-0.11373749333998685,-0.10863776663435698,0.12484122250767465,0.6087015572828428,0.9103798065636068,2,1,3,4
0,0.49095973524745085,0.3958291801930904,-0.18235426263102103,0.17783853579185807,-0.4663502985926297,0.24355175599131085,0.475228525582399,2,1,3,5
0,-0.7925588120834806,-0.5299542213385048,-0.6626716476682603,-0.5383522202736796,-0.5845886028126905,-1.034472548529051,-0.8846192274838756,2,1,3,6
0,-0.484514360724057,-0.9156973053100028,-0.6626716476682603,-0.2518759178474645,-1.057541819692934,-0.943185098206168,-0.5582557667479697,2,1,3,0
0,-0.8438995539767178,-0.9928459221043024,-0.5254381090861919,-0.5383522202736796,-1.2940184281330558,-1.125759998851934,-0.9390131376065266,2,1,3,1
0,-0.8952402958699551,-1.3785890060758004,-0.6626716476682603,-0.681590371486787,-1.6487333407932383,-1.2170474491748169,-0.9934070477291775,2,1,3,2
0,-1.2032847472293786,-1.9186293236358976,-0.594054878377226,-0.8248285226998946,-1.057541819692934,-1.034472548529051,-1.3197705084650835,2,0,3,3
0,-0.07378842557815898,0.010086096221592405,-0.5254381090861919,0.6075529894311806,-0.4663502985926297,-0.03031059497733811,-0.12310448576676185,2,1,3,4
0,0.028893058208315534,0.2415319466044912,-0.11373749333998685,-0.2518759178474645,-0.5845886028126905,0.42612665663707683,-0.014316665521459883,2,1,3,5
0,0.23425602578126456,0.3186805633987908,-0.7312884169592944,0.03460038457875055,0.9525093520481007,0.24355175599131085,0.20325897496914405,2,1,3,6
0,0.33693750956773905,0.3958291801930904,-0.7999051862503286,0.6075529894311806,-0.22987369015250794,0.7912764579286088,0.312046795214446,2,1,3,0
0,-0.07378842557815898,0.2415319466044912,-0.4568213397951577,0.03460038457875055,-1.057541819692934,0.15226430566842786,-0.12310448576676185,2,1,3,1
0,-0.6898773282970061,-0.5299542213385048,-0.594054878377226,-0.2518759178474645,-0.9393035154728732,-0.486747846591753,-0.7758314072385736,2,1,3,2
0,-1.459988456695565,-1.841480706841598,-0.594054878377226,-0.5383522202736796,-1.175780123912995,-0.851897647883285,-1.5917400590783384,2,0,4,3
0,-0.8438995539767178,-0.684251454927104,-0.2509710319220552,-0.5383522202736796,-0.7028269070327514,-0.851897647883285,-0.9390131376065266,2,1,4,4
0,-1.459988456695565,-1.9186293236358976,-0.7312884169592944,-0.9680666739130022,-0.5845886028126905,-0.5780352969146361,-1.5917400590783384,2,0,4,5
0,0.38827825146097633,0.5501264137816896,-0.6626716476682603,1.1805055942836107,-1.057541819692934,0.42612665663707683,0.366440705337097,2,1,4,6
0,-0.07378842557815898,0.1643833298101916,-0.594054878377226,0.03460038457875055,-0.5845886028126905,-0.1215980453002211,-0.12310448576676185,2,1,4,0
0,-0.7925588120834806,-1.3014403892815007,-0.2509710319220552,-0.681590371486787,-1.057541819692934,-0.943185098206168,-0.8846192274838756,2,1,4,1
0,-1.2032847472293786,-1.5328862396643996,-0.38820457050412355,-0.5383522202736796,-1.175780123912995,-0.851897647883285,-1.3197705084650835,2,0,4,2
0,-0.7925588120834806,-0.9156973053100028,0.1607295838241498,-0.395114069060572,-1.175780123912995,-0.5780352969146361,-0.8846192274838756,2,1,4,3
0,-0.07378842557815898,0.3186805633987908,-0.3195878012130894,-0.10863776663435698,-0.9393035154728732,-0.03031059497733811,-0.12310448576676185,2,1,4,4
0,-0.22781065125787076,-0.1442111373670068,-0.5254381090861919,-0.2518759178474645,-0.7028269070327514,0.060976855345544874,-0.2862862161347148,2,1,4,5
0,-0.12512916747139624,-0.3756569877499056,0.02349604524208148,-0.395114069060572,0.24307952672773553,0.24355175599131085,-0.17749839588941282,2,1,4,6
0,-0.07378842557815898,0.3958291801930904,-0.3195878012130894,0.7507911406442882,-0.9393035154728732,0.24355175599131085,-0.12310448576676185,2,1,4,0
0,-0.12512916747139624,0.3958291801930904,-0.5254381090861919,0.4643148382180731,-0.22987369015250794,1.0651388088972578,-0.17749839588941282,2,1,4,1
0,0.028893058208315534,0.087234713015892,-0.2509710319220552,0.03460038457875055,0.24307952672773553,0.33483920631419384,-0.014316665521459883,2,1,4,2
0,0.1829152838880273,0.47297779698739,-0.4568213397951577,1.3237437454967182,-0.22987369015250794,1.0651388088972578,0.14886506484649306,2,1,4,3
0,0.2855967676745018,0.3958291801930904,-0.4568213397951577,0.7507911406442882,-0.8210652112528123,1.2477137095430237,0.257652885091795,2,1,4,4
0,1.569115315005433,1.1673153481360865,-0.4568213397951577,0.6075529894311806,-0.4663502985926297,1.1564262592201406,1.6175006381580697,2,3,4,5
0,0.43961899335421356,0.5501264137816896,-0.4568213397951577,-0.5383522202736796,0.24307952672773553,-0.21288549562310408,0.420834615459748,2,1,4,6
0,1.1070486379662978,1.0130181145474872,-0.38820457050412355,-0.10863776663435698,0.3613178309477964,0.15226430566842786,1.1279554470542108,2,1,4,0
0,0.6449819609271626,0.47297779698739,-0.38820457050412355,-0.395114069060572,-0.22987369015250794,0.15226430566842786,0.638410255950352,2,1,4,1
0,0.8503449285001117,1.0130181145474872,-0.4568213397951577,0.6075529894311806,-1.057541819692934,0.7912764579286088,0.8559858964409558,2,1,4,2
0,0.5423004771406881,0.3186805633987908,-0.38820457050412355,-0.10863776663435698,0.0066029182876137845,1.0651388088972578,0.52962243570505,2,1,4,3
0,1.4664338312189586,1.244463964930386,-0.38820457050412355,0.17783853579185807,-0.22987369015250794,1.2477137095430237,1.5087128179127676,2,1,4,4
0,1.4664338312189586,1.244463964930386,-0.5254381090861919,0.4643148382180731,0.8342710478280398,1.0651388088972578,1.5087128179127676,2,1,4,5
0,0.7990041866068743,1.0130181145474872,-0.4568213397951577,0.03460038457875055,-0.7028269070327514,0.6999890076057258,0.8015919863183049,2,1,4,6
0,0.43961899335421356,0.47297779698739,-0.3195878012130894,-0.681590371486787,-0.11163538593244708,-0.39546039626887003,0.420834615459748,2,1,4,0
0,1.2097301217527725,0.9358694977531876,-0.3195878012130894,-0.395114069060572,0.0066029182876137845,-0.03031059497733811,1.2367432672995127,2,1,4,1
0,0.33693750956773905,0.3186805633987908,-0.6626716476682603,0.03460038457875055,-0.22987369015250794,0.5174141069599598,0.312046795214446,2,1,4,2
0,0.028893058208315534,0.5501264137816896,-0.5254381090861919,0.3210766870049656,-0.5845886028126905,0.8825639082514918,-0.014316665521459883,2,1,4,3
0,0.6963227028203999,0.858720880958888,-0.5254381090861919,0.4643148382180731,-0.34811199437256884,1.2477137095430237,0.6928041660730029,2,1,4,4
0,0.028893058208315534,0.1643833298101916,-0.5254381090861919,-0.681590371486787,-0.34811199437256884,0.42612665663707683,-0.014316665521459883,2,1,5,5
0,-0.1764699093646335,0.010086096221592405,-0.594054878377226,-0.8248285226998946,-0.5845886028126905,-1.034472548529051,-0.23189230601206381,2,1,5,6
0,-0.022447683684921723,0.2415319466044912,-0.3195878012130894,-0.681590371486787,-0.34811199437256884,-0.760610197560402,-0.06871057564411086,2,1,5,0
0,0.33693750956773905,0.7044236473702888,0.02349604524208148,-0.10863776663435698,-1.057541819692934,-0.21288549562310408,0.312046795214446,2,1,5,1
0,0.5936412190339253,0.6272750305759892,-0.594054878377226,0.4643148382180731,-1.057541819692934,0.8825639082514918,0.5840163458277009,2,1,5,2
0,-0.279151393151108,-0.0670625205727072,-0.7999051862503286,0.17783853579185807,-0.5845886028126905,0.8825639082514918,-0.34068012625736577,2,1,5,3
0,-0.022447683684921723,0.3186805633987908,-0.7312884169592944,1.6102200479229334,-0.4663502985926297,1.5215760605116726,-0.06871057564411086,2,1,5,4
0,-0.07378842557815898,0.1643833298101916,-0.7312884169592944,-0.395114069060572,-0.4663502985926297,-0.03031059497733811,-0.12310448576676185,2,1,5,5
0,-0.6898773282970061,-0.684251454927104,-0.8685219555413627,-0.8248285226998946,0.3613178309477964,-0.6693227472375191,-0.7758314072385736,2,1,5,6
0,-0.07378842557815898,-0.2213597541613064,-0.7999051862503286,-0.681590371486787,0.24307952672773553,-0.6693227472375191,-0.12310448576676185,2,1,5,0
0,0.9016856703933489,0.7815722641645884,-0.4568213397951577,-0.395114069060572,0.24307952672773553,-0.39546039626887003,0.9103798065636068,2,1,5,1
0,0.43961899335421356,0.7044236473702888,-0.6626716476682603,-0.681590371486787,0.24307952672773553,-0.6693227472375191,0.420834615459748,2,1,5,2
0,2.0311819920445684,1.5530584321075844,-0.4568213397951577,-0.10863776663435698,0.12484122250767465,-0.760610197560402,2.1070458292619283,2,3,5,3
0,0.08023380010155279,0.1643833298101916,-0.4568213397951577,-0.9680666739130022,0.24307952672773553,-1.3083348994977,0.0400772446011911,2,1,5,4
0,-0.1764699093646335,0.087234713015892,-0.3195878012130894,-0.5383522202736796,-0.34811199437256884,-0.851897647883285,-0.23189230601206381,2,1,5,5
0,-0.279151393151108,0.087234713015892,-0.5254381090861919,-0.9680666739130022,-0.34811199437256884,-1.125759998851934,-0.34068012625736577,2,1,5,6
0,-0.279151393151108,-0.2213597541613064,-0.594054878377226,-0.5383522202736796,0.12484122250767465,-0.39546039626887003,-0.34068012625736577,2,1,5,0
0,-0.8438995539767178,-0.7614000717214036,-0.4568213397951577,-0.681590371486787,0.0066029182876137845,-0.21288549562310408,-0.9390131376065266,2,1,5,1
0,-0.07378842557815898,0.1643833298101916,-0.5254381090861919,0.3210766870049656,-0.4663502985926297,0.6999890076057258,-0.12310448576676185,2,1,5,2
0,0.43961899335421356,0.5501264137816896,-0.4568213397951577,-0.395114069060572,0.0066029182876137845,-0.1215980453002211,0.420834615459748,2,1,5,3
0,0.2855967676745018,0.1643833298101916,-0.4568213397951577,0.03460038457875055,-0.11163538593244708,0.5174141069599598,0.257652885091795,2,1,5,4
0,0.43961899335421356,0.47297779698739,-0.594054878377226,0.17783853579185807,0.5977944393879181,0.6999890076057258,0.420834615459748,2,1,5,5
0,1.0557078960730606,0.7815722641645884,-0.4568213397951577,0.8940292918573957,0.4795561351678573,0.7912764579286088,1.0735615369315599,2,1,5,6
0,1.928500508258094,1.8616528992847827,-0.594054878377226,0.7507911406442882,0.0066029182876137845,0.8825639082514918,1.9982580090166264,2,3,5,0
0,-0.5358551026172943,-0.4528056045442052,-0.5254381090861919,0.03460038457875055,0.0066029182876137845,0.6087015572828428,-0.6126496768706207,2,1,5,1
0,0.33693750956773905,0.47297779698739,-0.2509710319220552,-0.5383522202736796,-0.22987369015250794,-0.39546039626887003,0.312046795214446,2,1,5,2
0,-0.33049213504434527,0.087234713015892,-0.2509710319220552,-0.9680666739130022,-0.8210652112528123,-0.760610197560402,-0.39507403638001676,2,1,5,3
0,-0.022447683684921723,0.3186805633987908,-0.11373749333998685,-0.395114069060572,-0.8210652112528123,-0.39546039626887003,-0.06871057564411086,2,1,5,4
0,0.2855967676745018,0.47297779698739,-0.5254381090861919,-0.10863776663435698,-0.7028269070327514,0.33483920631419384,0.257652885091795,2,1,5,5
0,-0.484514360724057,-0.2213597541613064,-0.4568213397951577,0.17783853579185807,-0.5845886028126905,0.060976855345544874,-0.5582557667479697,2,1,5,6
0,0.13157454199479005,0.3958291801930904,-0.6626716476682603,0.03460038457875055,-0.4663502985926297,0.42612665663707683,0.09447115472384209,2,1,5,0
0,0.6449819609271626,0.7044236473702888,-0.594054878377226,0.4643148382180731,-0.4663502985926297,0.6087015572828428,0.638410255950352,2,1,6,1
0,0.6963227028203999,0.7044236473702888,-0.6626716476682603,0.7507911406442882,0.12484122250767465,0.8825639082514918,0.6928041660730029,2,1,6,2
0,0.2855967676745018,0.3186805633987908,-0.594054878377226,0.7507911406442882,-0.7028269070327514,1.1564262592201406,0.257652885091795,2,1,6,3
0,0.8503449285001117,1.0130181145474872,-0.7312884169592944,-0.2518759178474645,-1.057541819692934,0.15226430566842786,0.8559858964409558,2,1,6,4
0,0.43961899335421356,0.7044236473702888,-0.5254381090861919,0.7507911406442882,-0.4663502985926297,0.8825639082514918,0.420834615459748,2,1,6,5
0,0.6449819609271626,0.7044236473702888,-0.594054878377226,0.03460038457875055,-0.4663502985926297,0.33483920631419384,0.638410255950352,2,1,6,6
0,0.08023380010155279,0.1643833298101916,-0.4568213397951577,-0.2518759178474645,0.5977944393879181,0.24355175599131085,0.0400772446011911,2,1,6,0
0,0.49095973524745085,0.6272750305759892,-0.3195878012130894,0.17783853579185807,0.12484122250767465,0.8825639082514918,0.475228525582399,2,1,6,1
0,0.33693750956773905,0.6272750305759892,-0.4568213397951577,-0.10863776663435698,0.0066029182876137845,0.5174141069599598,0.312046795214446,2,1,6,2
0,0.9530264122865861,1.244463964930386,-0.5254381090861919,1.1805055942836107,-0.5845886028126905,1.7041509611574386,0.9647737166862578,2,1,6,3
0,0.33693750956773905,0.7044236473702888,-0.594054878377226,0.03460038457875055,0.0066029182876137845,1.0651388088972578,0.312046795214446,2,1,6,4
0,0.33693750956773905,0.5501264137816896,-0.4568213397951577,0.3210766870049656,0.4795561351678573,0.6087015572828428,0.312046795214446,2,1,6,5
0,-0.022447683684921723,0.087234713015892,-0.5254381090861919,-0.10863776663435698,0.24307952672773553,-0.3041729459459871,-0.06871057564411086,2,1,6,6
0,0.5936412190339253,0.6272750305759892,-0.38820457050412355,-0.2518759178474645,-0.11163538593244708,-0.21288549562310408,0.5840163458277009,2,1,6,0
0,0.7990041866068743,0.9358694977531876,0.02349604524208148,-0.2518759178474645,-0.7028269070327514,0.060976855345544874,0.8015919863183049,2,1,6,1
0,0.1829152838880273,0.47297779698739,0.5724301995703548,0.4643148382180731,-1.175780123912995,0.6087015572828428,0.14886506484649306,2,1,6,2
0,0.49095973524745085,0.47297779698739,-0.18235426263102103,1.4669818967098258,-0.7028269070327514,0.9738513585743748,0.475228525582399,2,1,6,3
0,0.6963227028203999,1.0901667313417869,-0.11373749333998685,0.3210766870049656,-0.8210652112528123,0.5174141069599598,0.6928041660730029,2,1,6,4
0,-0.12512916747139624,0.3186805633987908,-0.3195878012130894,0.8940292918573957,-1.175780123912995,1.5215760605116726,-0.17749839588941282,2,1,6,5
0,1.9798412501513312,1.9388015160790824,0.1607295838241498,1.4669818967098258,-0.22987369015250794,1.4302886101887897,2.0526519191392776,2,3,6,6
0,-0.33049213504434527,0.1643833298101916,-0.4568213397951577,0.17783853579185807,-0.5845886028126905,0.24355175599131085,-0.39507403638001676,2,1,6,0
0,-0.6385365864037688,-0.4528056045442052,-0.2509710319220552,0.03460038457875055,-0.8210652112528123,0.33483920631419384,-0.7214374971159226,2,1,6,1
0,0.43961899335421356,0.3186805633987908,-0.3195878012130894,0.3210766870049656,0.12484122250767465,1.3390011598659066,0.420834615459748,2,1,6,2
0,1.0043671541798234,1.1673153481360865,0.02349604524208148,0.3210766870049656,-0.7028269070327514,0.9738513585743748,1.0191676268089087,2,1,6,3
0,0.5936412190339253,0.7044236473702888,0.3665798916972523,-0.10863776663435698,-0.7028269070327514,0.33483920631419384,0.5840163458277009,2,1,6,4
0,-0.22781065125787076,0.3186805633987908,0.02349604524208148,-0.681590371486787,-0.22987369015250794,-0.486747846591753,-0.2862862161347148,2,1,6,5
0,1.2097301217527725,1.1673153481360865,-0.2509710319220552,0.4643148382180731,-0.11163538593244708,0.33483920631419384,1.2367432672995127,2,1,6,6
0,0.43961899335421356,0.3958291801930904,-0.4568213397951577,0.4643148382180731,0.3613178309477964,0.8825639082514918,0.420834615459748,2,1,6,0
0,1.2097301217527725,1.244463964930386,-0.04512072404895269,0.03460038457875055,-0.34811199437256884,-0.03031059497733811,1.2367432672995127,2,1,6,1
0,1.2097301217527725,1.1673153481360865,-0.3195878012130894,0.6075529894311806,-0.4663502985926297,0.8825639082514918,1.2367432672995127,2,1,6,2
0,0.2855967676745018,0.3958291801930904,-0.2509710319220552,-0.10863776663435698,-0.34811199437256884,0.24355175599131085,0.257652885091795,2,1,7,3
